term,z,claude_ct,other_ct,total_ct,contrast,n
flower,1.852555646859562,7,5,12,claude_vs_pooled,1
ever,1.852555646859562,7,5,12,claude_vs_pooled,1
abuse,1.852555646859562,7,5,12,claude_vs_pooled,1
dengue,1.852555646859562,7,5,12,claude_vs_pooled,1
happened,1.852555646859562,7,5,12,claude_vs_pooled,1
external,1.852555646859562,7,5,12,claude_vs_pooled,1
pregnant,1.852555646859562,7,5,12,claude_vs_pooled,1
consciousness,1.852555646859562,7,5,12,claude_vs_pooled,1
this,1.8480910444527494,286,530,816,claude_vs_pooled,1
car,1.839335729355143,16,18,34,claude_vs_pooled,1
fun,1.8354308902349574,12,12,24,claude_vs_pooled,1
historical,1.8314216853792822,14,15,29,claude_vs_pooled,1
life,1.8288908701618867,21,26,47,claude_vs_pooled,1
do,1.821534664693324,73,118,191,claude_vs_pooled,1
soon,1.8031486343087817,19,23,42,claude_vs_pooled,1
pressure,1.7972353999723687,31,43,74,claude_vs_pooled,1
look,1.7972353999723687,31,43,74,claude_vs_pooled,1
arteries,1.7871054062584044,6,4,10,claude_vs_pooled,1
apps,1.7871054062584044,6,4,10,claude_vs_pooled,1
allocation,1.7871054062584044,6,4,10,claude_vs_pooled,1
seeing,1.7871054062584044,6,4,10,claude_vs_pooled,1
hidden,1.7871054062584044,6,4,10,claude_vs_pooled,1
young,1.7871054062584044,6,4,10,claude_vs_pooled,1
factory,1.7871054062584044,6,4,10,claude_vs_pooled,1
repair,1.7871054062584044,6,4,10,claude_vs_pooled,1
biggest,1.7871054062584044,6,4,10,claude_vs_pooled,1
sensations,1.7871054062584044,6,4,10,claude_vs_pooled,1
harsh,1.7871054062584044,6,4,10,claude_vs_pooled,1
trouble,1.7871054062584044,6,4,10,claude_vs_pooled,1
trigger,1.7871054062584044,6,4,10,claude_vs_pooled,1
b,1.7869710269871188,22,28,50,claude_vs_pooled,1
reasonable,1.7836108047768735,9,8,17,claude_vs_pooled,1
city,1.7836108047768735,9,8,17,claude_vs_pooled,1
pill,1.7836108047768735,9,8,17,claude_vs_pooled,1
concepts,1.7836108047768735,9,8,17,claude_vs_pooled,1
seats,1.7836108047768735,9,8,17,claude_vs_pooled,1
poor,1.7836108047768735,9,8,17,claude_vs_pooled,1
everything,1.7806775869960185,17,20,37,claude_vs_pooled,1
specialized,1.757264323424643,11,11,22,claude_vs_pooled,1
project,1.757264323424643,11,11,22,claude_vs_pooled,1
strategic,1.757264323424643,11,11,22,claude_vs_pooled,1
years,1.7486535783685204,33,47,80,claude_vs_pooled,1
context,1.7286955122159624,18,22,40,claude_vs_pooled,1
major,1.7286955122159624,18,22,40,claude_vs_pooled,1
mechanisms,1.7235785342132441,5,3,8,claude_vs_pooled,1
pull,1.7235785342132441,5,3,8,claude_vs_pooled,1
retirement,1.7235785342132441,5,3,8,claude_vs_pooled,1
chills,1.7235785342132441,5,3,8,claude_vs_pooled,1
urologist,1.7235785342132441,5,3,8,claude_vs_pooled,1
functional,1.7235785342132441,5,3,8,claude_vs_pooled,1
dishes,1.7235785342132441,5,3,8,claude_vs_pooled,1
sweet,1.7235785342132441,5,3,8,claude_vs_pooled,1
calculus,1.7235785342132441,5,3,8,claude_vs_pooled,1
matching,1.7235785342132441,5,3,8,claude_vs_pooled,1
appearance,1.7235785342132441,5,3,8,claude_vs_pooled,1
binary,1.7235785342132441,5,3,8,claude_vs_pooled,1
adaptive,1.7235785342132441,5,3,8,claude_vs_pooled,1
equivalent,1.7235785342132441,5,3,8,claude_vs_pooled,1
tailor,1.7235785342132441,5,3,8,claude_vs_pooled,1
hpf,1.7235785342132441,5,3,8,claude_vs_pooled,1
fried,1.7235785342132441,5,3,8,claude_vs_pooled,1
barefoot,1.7235785342132441,5,3,8,claude_vs_pooled,1
measurements,1.7235785342132441,5,3,8,claude_vs_pooled,1
lining,1.7235785342132441,5,3,8,claude_vs_pooled,1
lending,1.7235785342132441,5,3,8,claude_vs_pooled,1
creates,1.7235785342132441,5,3,8,claude_vs_pooled,1
specification,1.7235785342132441,5,3,8,claude_vs_pooled,1
wake,1.7235785342132441,5,3,8,claude_vs_pooled,1
schools,1.7235785342132441,5,3,8,claude_vs_pooled,1
fix,1.7235785342132441,5,3,8,claude_vs_pooled,1
site,1.7235785342132441,5,3,8,claude_vs_pooled,1
logs,1.7235785342132441,5,3,8,claude_vs_pooled,1
homes,1.7235785342132441,5,3,8,claude_vs_pooled,1
tested,1.7235785342132441,5,3,8,claude_vs_pooled,1
anemia,1.7235785342132441,5,3,8,claude_vs_pooled,1
correlation,1.7235785342132441,5,3,8,claude_vs_pooled,1
avoid,1.7099548246428165,39,58,97,claude_vs_pooled,1
flows,1.704894360120318,8,7,15,claude_vs_pooled,1
everyday,1.704894360120318,8,7,15,claude_vs_pooled,1
possibilities,1.704894360120318,8,7,15,claude_vs_pooled,1
completely,1.704894360120318,8,7,15,claude_vs_pooled,1
noting,1.704894360120318,8,7,15,claude_vs_pooled,1
wearing,1.704894360120318,8,7,15,claude_vs_pooled,1
highly,1.704894360120318,8,7,15,claude_vs_pooled,1
looks,1.704894360120318,8,7,15,claude_vs_pooled,1
phone,1.704894360120318,8,7,15,claude_vs_pooled,1
months,1.704894360120318,8,7,15,claude_vs_pooled,1
tired,1.704894360120318,8,7,15,claude_vs_pooled,1
choices,1.704894360120318,8,7,15,claude_vs_pooled,1
ft,1.704894360120318,8,7,15,claude_vs_pooled,1
detect,1.704894360120318,8,7,15,claude_vs_pooled,1
broad,1.704894360120318,8,7,15,claude_vs_pooled,1
lighter,1.704894360120318,8,7,15,claude_vs_pooled,1
at,1.697982852605188,143,254,397,claude_vs_pooled,1
often,1.6954970625405947,84,141,225,claude_vs_pooled,1
person,1.6851083902708073,32,46,78,claude_vs_pooled,1
eating,1.6839688684603769,14,16,30,claude_vs_pooled,1
selling,1.6839688684603769,14,16,30,claude_vs_pooled,1
cash,1.6770341099243495,22,29,51,claude_vs_pooled,1
errors,1.6754600822222854,10,10,20,claude_vs_pooled,1
doing,1.6754600822222854,10,10,20,claude_vs_pooled,1
automatically,1.6754600822222854,10,10,20,claude_vs_pooled,1
instructions,1.6754600822222854,10,10,20,claude_vs_pooled,1
night,1.6725237912194786,12,13,25,claude_vs_pooled,1
did,1.6725237912194786,12,13,25,claude_vs_pooled,1
itch,1.6637240871417691,4,2,6,claude_vs_pooled,1
specialists,1.6637240871417691,4,2,6,claude_vs_pooled,1
stronger,1.6637240871417691,4,2,6,claude_vs_pooled,1
deficiency,1.6637240871417691,4,2,6,claude_vs_pooled,1
locked,1.6637240871417691,4,2,6,claude_vs_pooled,1
findings,1.6637240871417691,4,2,6,claude_vs_pooled,1
spreading,1.6637240871417691,4,2,6,claude_vs_pooled,1
corporate,1.6637240871417691,4,2,6,claude_vs_pooled,1
conspirators,1.6637240871417691,4,2,6,claude_vs_pooled,1
supplements,1.6637240871417691,4,2,6,claude_vs_pooled,1
inspired,1.6637240871417691,4,2,6,claude_vs_pooled,1
adjusts,1.6637240871417691,4,2,6,claude_vs_pooled,1
lying,1.6637240871417691,4,2,6,claude_vs_pooled,1
ups,1.6637240871417691,4,2,6,claude_vs_pooled,1
button,1.6637240871417691,4,2,6,claude_vs_pooled,1
strongly,1.6637240871417691,4,2,6,claude_vs_pooled,1
sheet,1.6637240871417691,4,2,6,claude_vs_pooled,1
disappear,1.6637240871417691,4,2,6,claude_vs_pooled,1
producing,1.6637240871417691,4,2,6,claude_vs_pooled,1
apple's,1.6637240871417691,4,2,6,claude_vs_pooled,1
finger,1.6637240871417691,4,2,6,claude_vs_pooled,1
beat,1.6637240871417691,4,2,6,claude_vs_pooled,1
picking,1.6637240871417691,4,2,6,claude_vs_pooled,1
shampoo,1.6637240871417691,4,2,6,claude_vs_pooled,1
document,1.6637240871417691,4,2,6,claude_vs_pooled,1
crispr,1.6637240871417691,4,2,6,claude_vs_pooled,1
beginners,1.6637240871417691,4,2,6,claude_vs_pooled,1
naked,1.6637240871417691,4,2,6,claude_vs_pooled,1
variation,1.6637240871417691,4,2,6,claude_vs_pooled,1
complicated,1.6637240871417691,4,2,6,claude_vs_pooled,1
gastritis,1.6637240871417691,4,2,6,claude_vs_pooled,1
prove,1.6637240871417691,4,2,6,claude_vs_pooled,1
widespread,1.6637240871417691,4,2,6,claude_vs_pooled,1
fixing,1.6637240871417691,4,2,6,claude_vs_pooled,1
pulled,1.6637240871417691,4,2,6,claude_vs_pooled,1
category,1.6637240871417691,4,2,6,claude_vs_pooled,1
technically,1.6637240871417691,4,2,6,claude_vs_pooled,1
embedded,1.6637240871417691,4,2,6,claude_vs_pooled,1
lumps,1.6637240871417691,4,2,6,claude_vs_pooled,1
self,1.651490263733241,17,21,38,claude_vs_pooled,1
than,1.6419955312842012,76,127,203,claude_vs_pooled,1
back,1.6332826695736533,39,59,98,claude_vs_pooled,1
fees,1.6247205933885052,27,38,65,claude_vs_pooled,1
around,1.62394451100987,35,52,87,claude_vs_pooled,1
crime,1.6229231804844455,7,6,13,claude_vs_pooled,1
truly,1.6229231804844455,7,6,13,claude_vs_pooled,1
worsens,1.6229231804844455,7,6,13,claude_vs_pooled,1
reduces,1.6229231804844455,7,6,13,claude_vs_pooled,1
reality,1.6229231804844455,7,6,13,claude_vs_pooled,1
facts,1.6229231804844455,7,6,13,claude_vs_pooled,1
artichoke,1.6229231804844455,7,6,13,claude_vs_pooled,1
uncertainty,1.6229231804844455,7,6,13,claude_vs_pooled,1
customer,1.6229231804844455,7,6,13,claude_vs_pooled,1
feelings,1.6229231804844455,7,6,13,claude_vs_pooled,1
body,1.617429186448987,57,92,149,claude_vs_pooled,1
any,1.6083799153021854,117,206,323,claude_vs_pooled,1
uk,1.6051355811072636,18,23,41,claude_vs_pooled,1
days,1.6030388430184253,21,28,49,claude_vs_pooled,1
house,1.6030388430184253,21,28,49,claude_vs_pooled,1
voltage,1.6030388430184253,21,28,49,claude_vs_pooled,1
kidney,1.5894566070893141,9,9,18,claude_vs_pooled,1
academic,1.5894566070893141,9,9,18,claude_vs_pooled,1
slightly,1.5894566070893141,9,9,18,claude_vs_pooled,1
factor,1.5894566070893141,9,9,18,claude_vs_pooled,1
recognition,1.5894566070893141,9,9,18,claude_vs_pooled,1
growing,1.5873347134576445,11,12,23,claude_vs_pooled,1
short,1.5816921598581428,25,35,60,claude_vs_pooled,1
since,1.5791995694477856,33,49,82,claude_vs_pooled,1
uses,1.5757267333044236,29,42,71,claude_vs_pooled,1
multiple,1.5689033122050502,22,30,52,claude_vs_pooled,1
still,1.5537209797356282,30,44,74,claude_vs_pooled,1
close,1.5402100276454422,14,17,31,claude_vs_pooled,1
itchy,1.5402100276454422,14,17,31,claude_vs_pooled,1
reasoning,1.5377847107375984,23,32,55,claude_vs_pooled,1
sales,1.537472978464914,6,5,11,claude_vs_pooled,1
man,1.537472978464914,6,5,11,claude_vs_pooled,1
push,1.537472978464914,6,5,11,claude_vs_pooled,1
weak,1.537472978464914,6,5,11,claude_vs_pooled,1
beyond,1.537472978464914,6,5,11,claude_vs_pooled,1
broader,1.537472978464914,6,5,11,claude_vs_pooled,1
gap,1.537472978464914,6,5,11,claude_vs_pooled,1
nitrate,1.537472978464914,6,5,11,claude_vs_pooled,1
pulling,1.537472978464914,6,5,11,claude_vs_pooled,1
electric,1.537472978464914,6,5,11,claude_vs_pooled,1
debate,1.537472978464914,6,5,11,claude_vs_pooled,1
scenarios,1.537472978464914,6,5,11,claude_vs_pooled,1
numbness,1.537472978464914,6,5,11,claude_vs_pooled,1
description,1.537472978464914,6,5,11,claude_vs_pooled,1
does,1.5264643964070226,36,55,91,claude_vs_pooled,1
hair,1.514258264909275,12,14,26,claude_vs_pooled,1
above,1.514258264909275,12,14,26,claude_vs_pooled,1
outcomes,1.514258264909275,12,14,26,claude_vs_pooled,1
quality,1.514258264909275,12,14,26,claude_vs_pooled,1
nothing,1.4985310664958884,8,8,16,claude_vs_pooled,1
else,1.4985310664958884,8,8,16,claude_vs_pooled,1
differences,1.4985310664958884,8,8,16,claude_vs_pooled,1
worse,1.4985310664958884,8,8,16,claude_vs_pooled,1
connected,1.4985310664958884,8,8,16,claude_vs_pooled,1
powerful,1.4985310664958884,8,8,16,claude_vs_pooled,1
deep,1.4985310664958884,8,8,16,claude_vs_pooled,1
easier,1.497514886337826,10,11,21,claude_vs_pooled,1
fit,1.497514886337826,10,11,21,claude_vs_pooled,1
color,1.497514886337826,10,11,21,claude_vs_pooled,1
liquidity,1.497514886337826,10,11,21,claude_vs_pooled,1
along,1.497514886337826,10,11,21,claude_vs_pooled,1
without,1.4915204323946523,44,70,114,claude_vs_pooled,1
concerns,1.4840477877801128,18,24,42,claude_vs_pooled,1
companies,1.4625489114369243,22,31,53,claude_vs_pooled,1
or,1.4547539192393675,614,1213,1827,claude_vs_pooled,1
move,1.452693577596636,13,16,29,claude_vs_pooled,1
my,1.452693577596636,13,16,29,claude_vs_pooled,1
target,1.4484935477631506,5,4,9,claude_vs_pooled,1
adjustment,1.4484935477631506,5,4,9,claude_vs_pooled,1
halloween,1.4484935477631506,5,4,9,claude_vs_pooled,1
candidates,1.4484935477631506,5,4,9,claude_vs_pooled,1
lice,1.4484935477631506,5,4,9,claude_vs_pooled,1
educational,1.4484935477631506,5,4,9,claude_vs_pooled,1
breathlessness,1.4484935477631506,5,4,9,claude_vs_pooled,1
asked,1.4484935477631506,5,4,9,claude_vs_pooled,1
stuff,1.4484935477631506,5,4,9,claude_vs_pooled,1
cup,1.4484935477631506,5,4,9,claude_vs_pooled,1
lived,1.4484935477631506,5,4,9,claude_vs_pooled,1
perfect,1.4484935477631506,5,4,9,claude_vs_pooled,1
lift,1.4484935477631506,5,4,9,claude_vs_pooled,1
experts,1.4484935477631506,5,4,9,claude_vs_pooled,1
somewhat,1.4484935477631506,5,4,9,claude_vs_pooled,1
lifting,1.4484935477631506,5,4,9,claude_vs_pooled,1
resting,1.4484935477631506,5,4,9,claude_vs_pooled,1
observed,1.4484935477631506,5,4,9,claude_vs_pooled,1
protein,1.4484935477631506,5,4,9,claude_vs_pooled,1
dedicated,1.4484935477631506,5,4,9,claude_vs_pooled,1
painful,1.4484935477631506,5,4,9,claude_vs_pooled,1
definition,1.4484935477631506,5,4,9,claude_vs_pooled,1
healing,1.4484935477631506,5,4,9,claude_vs_pooled,1
prediction,1.4484935477631506,5,4,9,claude_vs_pooled,1
obamacare,1.4484935477631506,5,4,9,claude_vs_pooled,1
stopping,1.4484935477631506,5,4,9,claude_vs_pooled,1
below,1.4484935477631506,5,4,9,claude_vs_pooled,1
diversified,1.4484935477631506,5,4,9,claude_vs_pooled,1
goods,1.4484935477631506,5,4,9,claude_vs_pooled,1
becoming,1.4484935477631506,5,4,9,claude_vs_pooled,1
means,1.4367089019436141,27,40,67,claude_vs_pooled,1
higher,1.4347718565527876,23,33,56,claude_vs_pooled,1
women,1.4226969508182237,11,13,24,claude_vs_pooled,1
limited,1.4226969508182237,11,13,24,claude_vs_pooled,1
basic,1.4226969508182237,11,13,24,claude_vs_pooled,1
beta,1.4226969508182237,11,13,24,claude_vs_pooled,1
helps,1.4093478872831293,24,35,59,claude_vs_pooled,1
average,1.4022446758075553,9,10,19,claude_vs_pooled,1
handle,1.4022446758075553,9,10,19,claude_vs_pooled,1
etfs,1.4022446758075553,9,10,19,claude_vs_pooled,1
protected,1.4022446758075553,9,10,19,claude_vs_pooled,1
far,1.4022446758075553,9,10,19,claude_vs_pooled,1
you'll,1.4022446758075553,9,10,19,claude_vs_pooled,1
sharp,1.4022446758075553,9,10,19,claude_vs_pooled,1
pediatrician,1.4022446758075553,9,10,19,claude_vs_pooled,1
conversion,1.4017259504604427,7,7,14,claude_vs_pooled,1
took,1.4017259504604427,7,7,14,claude_vs_pooled,1
scoring,1.4017259504604427,7,7,14,claude_vs_pooled,1
flexibility,1.4017259504604427,7,7,14,claude_vs_pooled,1
phrase,1.4017259504604427,7,7,14,claude_vs_pooled,1
map,1.4017259504604427,7,7,14,claude_vs_pooled,1
instrument,1.4017259504604427,7,7,14,claude_vs_pooled,1
litigation,1.4017259504604427,7,7,14,claude_vs_pooled,1
power,1.4012434927662514,17,23,40,claude_vs_pooled,1
neural,1.4012434927662514,17,23,40,claude_vs_pooled,1
approaches,1.4012434927662514,17,23,40,claude_vs_pooled,1
stool,1.4001120292910703,14,18,32,claude_vs_pooled,1
approach,1.3848886559079692,21,30,51,claude_vs_pooled,1
attention,1.3848886559079692,21,30,51,claude_vs_pooled,1
suggest,1.3653875373500437,18,25,43,claude_vs_pooled,1
genuinely,1.3640720352995148,13,0,13,claude_vs_pooled,1
larger,1.3606380557491482,12,15,27,claude_vs_pooled,1
you've,1.3606380557491482,12,15,27,claude_vs_pooled,1
breathing,1.3606380557491482,12,15,27,claude_vs_pooled,1
hard,1.3579385663630092,22,32,54,claude_vs_pooled,1
editing,1.356484234926277,4,3,7,claude_vs_pooled,1
planet,1.356484234926277,4,3,7,claude_vs_pooled,1
erections,1.356484234926277,4,3,7,claude_vs_pooled,1
subscription,1.356484234926277,4,3,7,claude_vs_pooled,1
legitimate,1.356484234926277,4,3,7,claude_vs_pooled,1
lambda,1.356484234926277,4,3,7,claude_vs_pooled,1
resistance,1.356484234926277,4,3,7,claude_vs_pooled,1
foundational,1.356484234926277,4,3,7,claude_vs_pooled,1
couple,1.356484234926277,4,3,7,claude_vs_pooled,1
minimal,1.356484234926277,4,3,7,claude_vs_pooled,1
exit,1.356484234926277,4,3,7,claude_vs_pooled,1
mid,1.356484234926277,4,3,7,claude_vs_pooled,1
expand,1.356484234926277,4,3,7,claude_vs_pooled,1
etf,1.356484234926277,4,3,7,claude_vs_pooled,1
king,1.356484234926277,4,3,7,claude_vs_pooled,1
doses,1.356484234926277,4,3,7,claude_vs_pooled,1
puzzle,1.356484234926277,4,3,7,claude_vs_pooled,1
unclaimed,1.356484234926277,4,3,7,claude_vs_pooled,1
decided,1.356484234926277,4,3,7,claude_vs_pooled,1
customers,1.356484234926277,4,3,7,claude_vs_pooled,1
affordable,1.356484234926277,4,3,7,claude_vs_pooled,1
generate,1.356484234926277,4,3,7,claude_vs_pooled,1
damaged,1.356484234926277,4,3,7,claude_vs_pooled,1
priests,1.356484234926277,4,3,7,claude_vs_pooled,1
extremely,1.356484234926277,4,3,7,claude_vs_pooled,1
authored,1.356484234926277,4,3,7,claude_vs_pooled,1
deliver,1.356484234926277,4,3,7,claude_vs_pooled,1
withdrawal,1.356484234926277,4,3,7,claude_vs_pooled,1
spin,1.356484234926277,4,3,7,claude_vs_pooled,1
cramps,1.356484234926277,4,3,7,claude_vs_pooled,1
salary,1.356484234926277,4,3,7,claude_vs_pooled,1
secret,1.356484234926277,4,3,7,claude_vs_pooled,1
consumer,1.356484234926277,4,3,7,claude_vs_pooled,1
saw,1.356484234926277,4,3,7,claude_vs_pooled,1
root,1.356484234926277,4,3,7,claude_vs_pooled,1
claims,1.356484234926277,4,3,7,claude_vs_pooled,1
ideal,1.356484234926277,4,3,7,claude_vs_pooled,1
disc,1.356484234926277,4,3,7,claude_vs_pooled,1
bitter,1.356484234926277,4,3,7,claude_vs_pooled,1
went,1.356484234926277,4,3,7,claude_vs_pooled,1
bites,1.356484234926277,4,3,7,claude_vs_pooled,1
penalty,1.356484234926277,4,3,7,claude_vs_pooled,1
wire,1.356484234926277,4,3,7,claude_vs_pooled,1
makers,1.356484234926277,4,3,7,claude_vs_pooled,1
cord,1.356484234926277,4,3,7,claude_vs_pooled,1
reason,1.354673074846491,15,20,35,claude_vs_pooled,1
into,1.3398194213659185,75,131,206,claude_vs_pooled,1
type,1.331868502260469,33,52,85,claude_vs_pooled,1
activity,1.3256775795826645,10,12,22,claude_vs_pooled,1
weakness,1.3256775795826645,10,12,22,claude_vs_pooled,1
usually,1.317916474968943,48,80,128,claude_vs_pooled,1
it's,1.3171919647968748,126,231,357,claude_vs_pooled,1
family,1.308320571541838,13,17,30,claude_vs_pooled,1
smart,1.308320571541838,13,17,30,claude_vs_pooled,1
open,1.304596502674391,20,29,49,claude_vs_pooled,1
x,1.304596502674391,20,29,49,claude_vs_pooled,1
we,1.3026990442477469,50,84,134,claude_vs_pooled,1
rapid,1.3004385478234373,8,9,17,claude_vs_pooled,1
warm,1.3004385478234373,8,9,17,claude_vs_pooled,1
drop,1.3004385478234373,8,9,17,claude_vs_pooled,1
ulcer,1.3004385478234373,8,9,17,claude_vs_pooled,1
chemical,1.3004385478234373,8,9,17,claude_vs_pooled,1
meals,1.3004385478234373,8,9,17,claude_vs_pooled,1
philosophy,1.3004385478234373,8,9,17,claude_vs_pooled,1
thyroid,1.297726147311681,6,6,12,claude_vs_pooled,1
spending,1.297726147311681,6,6,12,claude_vs_pooled,1
houses,1.297726147311681,6,6,12,claude_vs_pooled,1
distinction,1.297726147311681,6,6,12,claude_vs_pooled,1
revenue,1.297726147311681,6,6,12,claude_vs_pooled,1
onto,1.297726147311681,6,6,12,claude_vs_pooled,1
component,1.297726147311681,6,6,12,claude_vs_pooled,1
differently,1.297726147311681,6,6,12,claude_vs_pooled,1
approved,1.297726147311681,6,6,12,claude_vs_pooled,1
documentation,1.297726147311681,6,6,12,claude_vs_pooled,1
discussions,1.297726147311681,6,6,12,claude_vs_pooled,1
width,1.297726147311681,6,6,12,claude_vs_pooled,1
pages,1.297726147311681,6,6,12,claude_vs_pooled,1
religions,1.297726147311681,6,6,12,claude_vs_pooled,1
sleep,1.2902500693995491,25,38,63,claude_vs_pooled,1
reasons,1.2800859857713713,17,24,41,claude_vs_pooled,1
high,1.2759925105897771,54,92,146,claude_vs_pooled,1
but,1.2735518615298584,133,246,379,claude_vs_pooled,1
change,1.2712337731845766,26,40,66,claude_vs_pooled,1
knowledge,1.2712337731845766,26,40,66,claude_vs_pooled,1
before,1.2705899812826718,38,62,100,claude_vs_pooled,1
ages,1.2636253354373606,3,2,5,claude_vs_pooled,1
sends,1.2636253354373606,3,2,5,claude_vs_pooled,1
dollar,1.2636253354373606,3,2,5,claude_vs_pooled,1
reinvesting,1.2636253354373606,3,2,5,claude_vs_pooled,1
confused,1.2636253354373606,3,2,5,claude_vs_pooled,1
reference,1.2636253354373606,3,2,5,claude_vs_pooled,1
switching,1.2636253354373606,3,2,5,claude_vs_pooled,1
ears,1.2636253354373606,3,2,5,claude_vs_pooled,1
aches,1.2636253354373606,3,2,5,claude_vs_pooled,1
commands,1.2636253354373606,3,2,5,claude_vs_pooled,1
roots,1.2636253354373606,3,2,5,claude_vs_pooled,1
distinctive,1.2636253354373606,3,2,5,claude_vs_pooled,1
classification,1.2636253354373606,3,2,5,claude_vs_pooled,1
absorb,1.2636253354373606,3,2,5,claude_vs_pooled,1
globally,1.2636253354373606,3,2,5,claude_vs_pooled,1
patient,1.2636253354373606,3,2,5,claude_vs_pooled,1
tea,1.2636253354373606,3,2,5,claude_vs_pooled,1
thomas,1.2636253354373606,3,2,5,claude_vs_pooled,1
appearing,1.2636253354373606,3,2,5,claude_vs_pooled,1
poverty,1.2636253354373606,3,2,5,claude_vs_pooled,1
